Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
591,0,0,6,11,6,10,11,1,0,0,3.3542809486,-4.1851625443,L,L
592,0,0,6,11,6,10,11,1,0,0,6.3193507195,-10.1743059158,L,L
593,0,0,6,11,6,10,11,1,0,0,6.3193507195,-10.1743059158,L,L
594,0,0,6,11,6,10,11,1,0,0,6.3193507195,-10.1743059158,L,L
595,0,0,6,11,6,10,11,1,0,0,10.909828186,-4.0522141457,L,L
596,0,0,6,11,6,10,11,1,0,0,10.909828186,-4.0522141457,L,L
597,0,0,6,11,6,10,11,1,0,0,10.909828186,-4.0522141457,L,L
598,0,0,6,11,6,10,11,1,0,0,10.084353447,0.4756283164,L,L
599,0,0,6,11,6,10,11,1,0,0,10.084353447,0.4756283164,L,L
600,0,0,6,11,6,10,11,1,0,0,10.084353447,0.4756283164,L,L
601,0,0,6,11,6,10,11,1,0,0,7.3910579681,0.6911407113,L,L
602,0,0,6,11,6,10,11,1,0,0,7.3910579681,0.6911407113,L,L
603,0,0,6,11,6,10,11,1,0,0,7.3910579681,0.6911407113,L,L
604,0,0,6,11,6,10,11,1,0,0,7.7102560997,0.8613926768,L,L
605,0,0,6,11,6,10,11,1,0,0,7.7102560997,0.8613926768,L,L
606,0,0,6,11,6,10,11,1,0,0,7.7102560997,0.8613926768,L,L
607,0,0,6,11,6,10,11,1,0,0,7.7102560997,0.8613926768,L,L
608,0,0,6,11,6,10,11,1,0,0,8.1314735413,0.718326807,L,L
609,0,0,6,11,6,10,11,1,0,0,8.1314735413,0.718326807,L,L
610,0,0,6,11,6,10,11,1,0,0,8.1314735413,0.718326807,L,L
611,0,0,6,11,6,10,11,1,0,0,8.8485164642,1.4788261652,L,L
612,0,0,6,11,6,10,11,1,0,0,8.8485164642,1.4788261652,L,L
613,0,0,6,11,6,10,11,1,0,0,8.8485164642,1.4788261652,L,L
614,0,0,6,11,6,10,11,1,0,0,6.9733848572,0.8080409169,L,L
615,0,0,6,11,6,10,11,1,0,0,6.9733848572,0.8080409169,L,L
616,0,0,6,11,6,10,11,1,0,0,6.9733848572,0.8080409169,L,L
617,0,0,6,11,6,10,11,1,0,0,6.9733848572,0.8080409169,L,L
618,0,0,6,11,6,10,11,1,0,0,6.9733848572,0.8080409169,L,L
619,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
620,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
621,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
622,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
623,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
624,0,0,6,11,6,10,11,1,0,0,6.6288590431,1.6331773996,L,L
625,0,0,6,11,6,10,11,1,0,0,5.710205555,1.3150653839,L,L
626,0,0,6,11,6,10,11,1,0,0,5.710205555,1.3150653839,L,L
627,0,0,6,11,6,10,11,1,0,0,5.710205555,1.3150653839,L,L
628,0,0,6,11,8,12,11,1,0,0,5.1373934746,-0.0744822472,L,L
629,0,0,6,11,8,12,11,1,0,0,5.1373934746,-0.0744822472,L,L
630,0,0,6,11,8,12,11,1,0,0,5.1373934746,-0.0744822472,L,L
631,0,0,7,11,6,10,11,1,0,0,5.1191072464,-0.1090904027,L,L
632,0,0,7,11,6,10,11,1,0,0,5.1191072464,-0.1090904027,L,L
633,0,0,7,11,6,10,11,1,0,0,5.1191072464,-0.1090904027,L,L
634,0,0,6,11,8,12,11,1,0,0,6.359333992,-2.2127547264,L,L
635,0,0,6,11,8,12,11,1,0,0,6.359333992,-2.2127547264,L,L
636,0,0,6,11,8,12,11,1,0,0,6.359333992,-2.2127547264,L,L
637,0,0,6,11,8,12,11,1,0,0,6.0678753853,-2.18897295,L,L
638,0,0,6,11,8,12,11,1,0,0,6.0678753853,-2.18897295,L,L
639,0,0,6,11,8,12,11,1,0,0,6.0678753853,-2.18897295,L,L
640,0,0,6,11,8,12,11,1,0,0,5.6346149445,-1.8060103655,L,L
641,0,0,6,11,8,12,11,1,0,0,5.6346149445,-1.8060103655,L,L
642,0,0,6,11,8,12,11,1,0,0,5.6346149445,-1.8060103655,L,L
643,0,0,6,11,8,12,11,1,0,0,5.6346149445,-1.8060103655,L,L
644,0,0,6,11,8,12,11,1,0,0,5.6346149445,-1.8060103655,L,L
645,0,0,6,11,8,12,11,1,0,0,1.9168108702,-4.3675146103,R,R
646,0,0,6,11,8,12,11,1,0,0,1.9168108702,-4.3675146103,R,R
647,0,0,6,11,8,12,11,1,0,0,1.9168108702,-4.3675146103,R,R
648,0,0,6,11,8,12,11,1,0,0,1.3154284954,-4.4557275772,R,R
649,0,0,6,11,8,12,11,1,0,0,1.3154284954,-4.4557275772,R,R
650,0,0,6,11,8,12,11,1,0,0,1.3154284954,-4.4557275772,R,R
651,0,0,6,11,8,12,11,1,0,0,1.3154284954,-4.4557275772,R,R
652,0,0,7,11,6,10,11,1,0,0,0.6150491834,-2.4710819721,R,R
653,0,0,7,11,6,10,11,1,0,0,0.6150491834,-2.4710819721,R,R
654,0,0,7,11,6,10,11,1,0,0,0.6150491834,-2.4710819721,R,R
655,0,0,7,11,6,10,11,1,0,0,0.2984298468,-2.6500360966,R,R
656,0,0,7,11,6,10,11,1,0,0,0.2984298468,-2.6500360966,R,R
657,0,0,7,11,6,10,11,1,0,0,-1.0709455013,-2.6691651344,R,R
658,0,0,7,11,6,10,11,1,0,0,-1.0709455013,-2.6691651344,R,R
659,0,0,7,11,6,10,11,1,0,0,-1.0709455013,-2.6691651344,R,R
660,0,0,7,11,6,10,11,1,0,0,-1.0709455013,-2.6691651344,R,R
661,0,0,7,11,6,10,11,1,0,0,-1.7302201986,-2.1636533737,R,R
662,0,0,7,11,6,10,11,1,0,0,-1.7302201986,-2.1636533737,R,R
663,0,0,7,11,6,10,11,1,0,0,-1.7302201986,-2.1636533737,R,R
664,0,0,7,11,6,10,11,1,0,0,-1.8321932554,-3.1260530949,R,R
665,0,0,7,11,6,10,11,1,0,0,-1.8321932554,-3.1260530949,R,R
666,0,0,7,11,6,10,11,1,0,0,-1.8321932554,-3.1260530949,R,R
667,0,0,7,11,6,10,11,1,0,0,-0.8547615409,-2.5527634621,R,R
668,0,0,7,11,6,10,11,1,0,0,-0.8547615409,-2.5527634621,R,R
669,0,0,7,11,6,10,11,1,0,0,-0.8547615409,-2.5527634621,R,R
670,0,0,7,11,6,10,11,1,0,0,0.079477787,-1.6028528214,R,R
671,0,0,7,11,6,10,11,1,0,0,0.079477787,-1.6028528214,R,R
672,0,0,7,11,6,10,11,1,0,0,0.079477787,-1.6028528214,R,R
673,0,0,7,11,6,10,11,1,0,0,0.079477787,-1.6028528214,R,R
674,0,0,7,11,6,10,11,1,0,0,-0.1167793274,-1.8679833412,R,R
675,0,0,7,11,6,10,11,1,0,0,-0.1167793274,-1.8679833412,R,R
676,0,0,7,11,6,10,11,1,0,0,-0.1167793274,-1.8679833412,R,R
677,0,0,7,10,8,12,11,1,0,0,-0.8045238256,-1.603818655,R,R
678,0,0,7,10,8,12,11,1,0,0,-0.8045238256,-1.603818655,R,R
679,0,0,7,10,8,12,11,1,0,0,-0.8045238256,-1.603818655,R,R
680,0,0,8,11,6,10,11,1,0,0,-0.8174608946,-1.7085647583,R,R
681,0,0,8,11,6,10,11,1,0,0,-0.8174608946,-1.7085647583,R,R
682,0,0,8,11,6,10,11,1,0,0,-0.8174608946,-1.7085647583,R,R
683,0,0,8,11,6,10,11,1,0,0,-1.3163943291,-2.8552706242,R,R
684,0,0,8,11,6,10,11,1,0,0,-1.3163943291,-2.8552706242,R,R
685,0,0,8,11,6,10,11,1,0,0,-1.3163943291,-2.8552706242,R,R
686,0,0,8,11,6,10,11,1,0,0,-1.3163943291,-2.8552706242,R,R
687,0,0,8,11,6,10,11,1,0,0,-1.8048535585,-3.256967783,R,R
688,0,0,8,11,6,10,11,1,0,0,-1.8048535585,-3.256967783,R,R
689,0,0,8,11,6,10,11,1,0,0,-1.8048535585,-3.256967783,R,R
690,0,0,8,11,6,10,11,1,0,0,-2.2423069477,-2.374894619,R,R
691,0,0,8,11,6,10,11,1,0,0,-2.2423069477,-2.374894619,R,R
692,0,0,8,11,6,10,11,1,0,0,-2.2423069477,-2.374894619,R,R
693,0,0,8,11,6,10,11,1,0,0,-1.243330121,-2.733284235,R,R
694,0,0,8,11,6,10,11,1,0,0,-1.243330121,-2.733284235,R,R
695,0,0,8,11,6,10,11,1,0,0,-1.243330121,-2.733284235,R,R
696,0,0,8,11,6,10,11,1,0,0,-1.3468697071,-2.8497262001,R,R
697,0,0,8,11,6,10,11,1,0,0,-1.3468697071,-2.8497262001,R,R
698,0,0,8,11,6,10,11,1,0,0,-1.3468697071,-2.8497262001,R,R
699,0,0,8,11,8,12,11,1,0,0,-2.9683022499,-2.6490938663,R,R
700,0,0,8,11,8,12,11,1,0,0,-2.9683022499,-2.6490938663,R,R
701,0,0,8,11,8,12,11,1,0,0,-2.9683022499,-2.6490938663,R,R
702,0,0,8,11,6,10,11,1,0,0,-0.1275832653,-3.2472176552,R,R
703,0,0,8,11,6,10,11,1,0,0,-0.1275832653,-3.2472176552,R,R
704,0,0,8,11,6,10,11,1,0,0,-0.1275832653,-3.2472176552,R,R
705,0,0,8,11,6,10,11,1,0,0,0.0466359854,-2.8164288998,R,R
706,0,0,8,11,6,10,11,1,0,0,0.0466359854,-2.8164288998,R,R
707,0,0,8,11,6,10,11,1,0,0,0.0466359854,-2.8164288998,R,R
708,0,0,8,11,6,10,11,1,0,0,0.0466359854,-2.8164288998,R,R
709,0,0,8,11,6,10,11,1,0,0,0.4367837906,-2.8101279736,R,R
710,0,0,8,11,6,10,11,1,0,0,0.4367837906,-2.8101279736,R,R
711,0,0,8,11,6,10,11,1,0,0,0.4367837906,-2.8101279736,R,R
712,0,0,8,11,6,10,11,1,0,0,0.4367837906,-2.8101279736,R,R
713,0,0,8,11,6,10,11,1,0,0,0.7850573063,-2.4419026375,R,R
714,0,0,8,11,6,10,11,1,0,0,0.7850573063,-2.4419026375,R,R
715,0,0,8,11,6,10,11,1,0,0,0.7850573063,-2.4419026375,R,R
716,0,0,8,11,6,10,11,1,0,0,1.3395159245,-2.0753362179,R,R
717,0,0,8,11,6,10,11,1,0,0,1.3395159245,-2.0753362179,R,R
718,0,0,8,11,6,10,11,1,0,0,1.3395159245,-2.0753362179,R,R
719,0,0,8,11,6,10,11,1,0,0,1.105458498,-1.9595327377,R,R
720,0,0,8,11,6,10,11,1,0,0,1.105458498,-1.9595327377,R,R
721,0,0,8,11,6,10,11,1,0,0,1.105458498,-1.9595327377,R,R
722,0,0,8,11,6,10,11,1,0,0,1.105458498,-1.9595327377,R,R
723,0,0,8,11,6,10,11,1,0,0,1.0714883804,-1.3376214504,R,R
724,0,0,8,11,6,10,11,1,0,0,1.0714883804,-1.3376214504,R,R
725,0,0,8,11,6,10,11,1,0,0,1.0714883804,-1.3376214504,R,R
726,0,0,8,11,6,10,11,1,0,0,0.9946454763,-1.4057188034,R,R
727,0,0,8,11,6,10,11,1,0,0,0.9946454763,-1.4057188034,R,R
728,0,0,8,11,6,10,11,1,0,0,0.9946454763,-1.4057188034,R,R
729,0,0,7,11,8,12,11,1,0,0,0.3769673109,-1.9654682875,R,R
730,0,0,7,11,8,12,11,1,0,0,0.3769673109,-1.9654682875,R,R
731,0,0,7,11,8,12,11,1,0,0,0.3769673109,-1.9654682875,R,R
732,0,0,7,11,8,12,11,1,0,0,0.3769673109,-1.9654682875,R,R
733,0,0,7,11,8,12,11,1,0,0,0.0447226167,-1.8974764347,R,R
734,0,0,7,11,8,12,11,1,0,0,0.0447226167,-1.8974764347,R,R
735,0,0,7,11,8,12,11,1,0,0,0.0447226167,-1.8974764347,R,R
736,0,0,7,11,8,12,11,1,0,0,0.0447226167,-1.8974764347,R,R
737,0,0,7,11,8,12,11,1,0,0,-1.2741417885,-2.8154511452,R,R
738,0,0,7,11,8,12,11,1,0,0,-1.2741417885,-2.8154511452,R,R
739,0,0,7,11,8,12,11,1,0,0,-1.2741417885,-2.8154511452,R,R
740,0,0,7,11,8,12,11,1,0,0,0.5627037883,-9.7813072205,R,R
741,0,0,7,11,8,12,11,1,0,0,0.5627037883,-9.7813072205,R,R
742,0,0,7,11,8,12,11,1,0,0,0.5627037883,-9.7813072205,R,R
743,0,0,7,11,8,12,11,1,0,0,0.5627037883,-9.7813072205,R,R
744,0,0,8,11,6,10,11,1,0,0,-1.4910517931,-7.5533061028,R,R
745,0,0,8,11,6,10,11,1,0,0,-1.4910517931,-7.5533061028,R,R
746,0,0,8,11,6,10,11,1,0,0,-1.4910517931,-7.5533061028,R,R
747,0,0,8,11,6,10,11,1,0,0,-1.5961831808,-4.9914951324,R,R
748,0,0,8,11,6,10,11,1,0,0,-1.5961831808,-4.9914951324,R,R
749,0,0,8,11,6,10,11,1,0,0,-1.5961831808,-4.9914951324,R,R
750,0,0,8,11,6,10,11,1,0,0,-1.5961831808,-4.9914951324,R,R
751,0,0,8,11,6,10,11,1,0,0,4.9593510628,-0.4312759042,L,L
752,0,0,8,11,6,10,11,1,0,0,4.9593510628,-0.4312759042,L,L
753,0,0,8,11,6,10,11,1,0,0,4.9593510628,-0.4312759042,L,L
754,0,0,8,10,6,10,11,1,0,0,3.7331547737,0.0083441585,L,L
755,0,0,8,10,6,10,11,1,0,0,3.7331547737,0.0083441585,L,L
756,0,0,8,10,6,10,11,1,0,0,3.7331547737,0.0083441585,L,L
757,0,0,8,10,6,10,11,1,0,0,4.4426999092,0.5479146242,L,L
758,0,0,8,10,6,10,11,1,0,0,4.4426999092,0.5479146242,L,L
759,0,0,8,10,6,10,11,1,0,0,4.4426999092,0.5479146242,L,L
760,0,0,8,10,6,10,11,1,0,0,4.4426999092,0.5479146242,L,L
761,0,0,8,10,6,10,11,1,0,0,4.1476039886,0.0330515951,L,L
762,0,0,8,10,6,10,11,1,0,0,4.1476039886,0.0330515951,L,L
763,0,0,8,10,6,10,11,1,0,0,4.1476039886,0.0330515951,L,L
764,0,0,8,10,6,10,11,1,0,0,4.0914955139,0.6562449932,L,L
765,0,0,8,10,6,10,11,1,0,0,4.0914955139,0.6562449932,L,L
766,0,0,8,10,6,10,11,1,0,0,4.0914955139,0.6562449932,L,L
767,0,0,8,10,6,10,11,1,0,0,4.0125527382,-0.2147902399,L,L
768,0,0,8,10,6,10,11,1,0,0,4.0125527382,-0.2147902399,L,L
769,0,0,8,10,6,10,11,1,0,0,4.0125527382,-0.2147902399,L,L
770,0,0,8,10,6,10,11,1,0,0,4.0125527382,-0.2147902399,L,L
771,0,0,8,10,6,10,11,1,0,0,3.9656400681,-0.5027887225,L,L
772,0,0,8,10,6,10,11,1,0,0,3.9656400681,-0.5027887225,L,L
773,0,0,8,10,6,10,11,1,0,0,3.9656400681,-0.5027887225,L,L
774,0,0,8,10,6,10,11,1,0,0,3.9656400681,-0.5027887225,L,L
775,0,0,8,10,6,10,11,1,0,0,3.030623436,-0.9088104367,L,L
776,0,0,8,10,6,10,11,1,0,0,3.030623436,-0.9088104367,L,L
777,0,0,8,10,6,10,11,1,0,0,3.030623436,-0.9088104367,L,L
778,0,0,8,10,6,10,11,1,0,0,3.030623436,-0.9088104367,L,L
779,0,0,8,10,6,10,11,1,0,0,4.0380573273,-0.5726433396,L,L
780,0,0,8,10,6,10,11,1,0,0,4.0380573273,-0.5726433396,L,L
781,0,0,8,10,6,10,11,1,0,0,4.0380573273,-0.5726433396,L,L
782,0,0,8,10,6,10,11,1,0,0,4.0380573273,-0.5726433396,L,L
783,0,0,8,11,6,10,11,1,0,0,3.6803240776,-1.7877157927,L,L
784,0,0,8,11,6,10,11,1,0,0,3.6803240776,-1.7877157927,L,L
785,0,0,8,11,6,10,11,1,0,0,3.6803240776,-1.7877157927,L,L
786,0,0,8,11,6,10,11,1,0,0,3.6803240776,-1.7877157927,L,L
787,0,0,8,11,6,10,11,1,0,0,2.2257566452,-1.6749253273,L,L
788,0,0,8,11,6,10,11,1,0,0,2.2257566452,-1.6749253273,L,L
789,0,0,8,11,6,10,11,1,0,0,2.2257566452,-1.6749253273,L,L
790,0,0,8,11,6,10,11,1,0,0,2.2257566452,-1.6749253273,L,L
791,0,0,8,11,6,10,11,1,0,0,2.2257566452,-1.6749253273,L,L
792,0,0,7,11,6,10,11,1,0,0,4.0172376633,0.2221741527,L,L
793,0,0,7,11,6,10,11,1,0,0,4.0172376633,0.2221741527,L,L
794,0,0,7,11,6,10,11,1,0,0,4.0172376633,0.2221741527,L,L
795,0,0,7,11,6,10,11,1,0,0,4.0172376633,0.2221741527,L,L
796,0,0,7,11,6,10,11,1,0,0,1.9473479986,-0.5355488062,R,L
797,0,0,7,11,6,10,11,1,0,0,1.9473479986,-0.5355488062,R,L
798,0,0,7,11,6,10,11,1,0,0,1.9473479986,-0.5355488062,R,L
799,0,0,7,11,6,10,11,1,0,0,-0.0097460747,-0.9258307219,R,R
800,0,0,7,11,6,10,11,1,0,0,-0.0097460747,-0.9258307219,R,R
801,0,0,7,11,6,10,11,1,0,0,-0.0097460747,-0.9258307219,R,R
802,0,0,7,11,6,10,11,1,0,0,-0.5715293884,-1.6442718506,R,R
803,0,0,7,11,6,10,11,1,0,0,-0.5715293884,-1.6442718506,R,R
804,0,0,7,11,6,10,11,1,0,0,-0.5715293884,-1.6442718506,R,R
805,0,0,7,11,6,10,11,1,0,0,-0.5715293884,-1.6442718506,R,R
806,0,0,7,11,6,10,11,1,0,0,-1.0413753986,-1.2172898054,R,R
807,0,0,7,11,6,10,11,1,0,0,-1.0413753986,-1.2172898054,R,R
808,0,0,7,11,6,10,11,1,0,0,-1.0413753986,-1.2172898054,R,R
809,0,0,6,10,8,12,11,1,0,0,-1.1756703854,-1.6194429398,R,R
810,0,0,6,10,8,12,11,1,0,0,-1.1756703854,-1.6194429398,R,R
811,0,0,6,10,8,12,11,1,0,0,-1.1756703854,-1.6194429398,R,R
812,0,0,6,10,8,12,11,1,0,0,-1.1756703854,-1.6194429398,R,R
813,0,0,6,10,6,10,11,1,0,0,-0.1352651119,-0.743870616,R,R
814,0,0,6,10,6,10,11,1,0,0,-0.1352651119,-0.743870616,R,R
815,0,0,6,10,6,10,11,1,0,0,-0.1352651119,-0.743870616,R,R
816,0,0,6,10,6,10,11,1,0,0,3.5360412598,-0.0150353462,L,L
817,0,0,6,10,6,10,11,1,0,0,3.5360412598,-0.0150353462,L,L
818,0,0,6,10,6,10,11,1,0,0,3.5360412598,-0.0150353462,L,L
819,0,0,6,10,6,10,11,1,0,0,3.5360412598,-0.0150353462,L,L
820,0,0,6,10,6,10,11,1,0,0,3.9225525856,-0.5810004473,L,L
821,0,0,6,10,6,10,11,1,0,0,3.9225525856,-0.5810004473,L,L
822,0,0,6,10,6,10,11,1,0,0,3.9225525856,-0.5810004473,L,L
823,0,0,6,10,6,10,11,1,0,0,4.1595153809,0.3864583373,L,L
824,0,0,6,10,6,10,11,1,0,0,4.1595153809,0.3864583373,L,L
825,0,0,6,10,6,10,11,1,0,0,4.1595153809,0.3864583373,L,L
826,0,0,6,10,6,10,11,1,0,0,3.9893813133,-0.0281668156,L,L
827,0,0,6,10,6,10,11,1,0,0,3.9893813133,-0.0281668156,L,L
828,0,0,6,10,6,10,11,1,0,0,3.9893813133,-0.0281668156,L,L
829,0,0,6,10,6,10,11,1,0,0,0.8882311583,-0.585912168,R,R
830,0,0,6,10,6,10,11,1,0,0,0.8882311583,-0.585912168,R,R
831,0,0,6,10,6,10,11,1,0,0,0.8882311583,-0.585912168,R,R
832,0,0,6,10,6,10,11,1,0,0,0.5705641508,0.4643086195,R,R
833,0,0,6,10,6,10,11,1,0,0,0.5705641508,0.4643086195,R,R
834,0,0,6,10,6,10,11,1,0,0,0.5705641508,0.4643086195,R,R
835,0,0,6,10,6,10,11,1,0,0,0.5705641508,0.4643086195,R,R
836,0,0,6,11,6,10,11,1,0,0,-0.1862792969,-2.058506012,R,R
837,0,0,6,11,6,10,11,1,0,0,-0.1862792969,-2.058506012,R,R
838,0,0,6,11,6,10,11,1,0,0,-0.1862792969,-2.058506012,R,R
839,0,0,6,11,6,10,11,1,0,0,2.2723202705,-0.3366345167,L,L
840,0,0,6,11,6,10,11,1,0,0,2.2723202705,-0.3366345167,L,L
841,0,0,6,11,6,10,11,1,0,0,2.2723202705,-0.3366345167,L,L
842,0,0,6,11,6,10,11,1,0,0,2.2723202705,-0.3366345167,L,L
843,0,0,6,10,6,10,11,1,0,0,3.9416904449,-0.0793446749,L,L
844,0,0,6,10,6,10,11,1,0,0,3.9416904449,-0.0793446749,L,L
845,0,0,6,10,6,10,11,1,0,0,3.9416904449,-0.0793446749,L,L
846,0,0,6,11,6,10,11,1,0,0,4.030359745,-0.3376552463,L,L
847,0,0,6,11,6,10,11,1,0,0,4.030359745,-0.3376552463,L,L
848,0,0,6,11,6,10,11,1,0,0,4.030359745,-0.3376552463,L,L
849,0,0,6,11,6,10,11,1,0,0,4.030359745,-0.3376552463,L,L
850,0,0,6,11,6,10,11,1,0,0,-0.1522774696,-2.3053150177,R,R
851,0,0,6,11,6,10,11,1,0,0,-0.1522774696,-2.3053150177,R,R
852,0,0,6,11,6,10,11,1,0,0,-0.1522774696,-2.3053150177,R,R
853,0,0,6,11,6,10,11,1,0,0,-0.1522774696,-2.3053150177,R,R
854,0,0,6,11,6,10,11,1,0,0,-0.1133130193,-1.3535172939,R,R
855,0,0,6,11,6,10,11,1,0,0,-0.1133130193,-1.3535172939,R,R
856,0,0,6,11,6,10,11,1,0,0,-0.1133130193,-1.3535172939,R,R
857,0,0,6,11,6,10,11,1,0,0,-0.1133130193,-1.3535172939,R,R
858,0,0,6,11,6,10,11,1,0,0,-0.2003135681,-1.5484391451,R,R
859,0,0,6,11,6,10,11,1,0,0,-0.2003135681,-1.5484391451,R,R
860,0,0,6,11,6,10,11,1,0,0,-0.2003135681,-1.5484391451,R,R
861,0,0,6,10,6,10,11,1,0,0,0.5079692602,-1.5457574129,R,R
862,0,0,6,10,6,10,11,1,0,0,0.5079692602,-1.5457574129,R,R
863,0,0,6,10,6,10,11,1,0,0,0.5079692602,-1.5457574129,R,R
864,0,0,6,10,6,10,11,1,0,0,0.5079692602,-1.5457574129,R,R
865,0,0,6,10,6,10,11,1,0,0,0.450622201,-2.1429293156,R,R
866,0,0,6,10,6,10,11,1,0,0,0.450622201,-2.1429293156,R,R
867,0,0,6,10,6,10,11,1,0,0,0.450622201,-2.1429293156,R,R
868,0,0,6,10,6,10,11,1,0,0,1.118770957,-2.7399587631,R,R
869,0,0,6,10,6,10,11,1,0,0,1.118770957,-2.7399587631,R,R
870,0,0,6,10,6,10,11,1,0,0,1.118770957,-2.7399587631,R,R
871,0,0,6,10,6,10,11,1,0,0,1.118770957,-2.7399587631,R,R
872,0,0,6,11,6,10,11,1,0,0,0.3778249025,-1.742454648,R,R
873,0,0,6,11,6,10,11,1,0,0,0.3778249025,-1.742454648,R,R
874,0,0,6,11,6,10,11,1,0,0,0.3778249025,-1.742454648,R,R
875,0,0,5,10,8,12,11,1,0,0,0.0870279074,-1.4619445801,R,R
876,0,0,5,10,8,12,11,1,0,0,0.0870279074,-1.4619445801,R,R
877,0,0,5,10,8,12,11,1,0,0,0.0870279074,-1.4619445801,R,R
878,0,0,5,10,8,12,11,1,0,0,0.0539057255,-1.2300959826,R,R
879,0,0,5,10,8,12,11,1,0,0,0.0539057255,-1.2300959826,R,R
880,0,0,5,10,8,12,11,1,0,0,0.0539057255,-1.2300959826,R,R
881,0,0,6,11,6,10,11,1,0,0,0.4300553203,-2.3445315361,R,R
882,0,0,6,11,6,10,11,1,0,0,0.4300553203,-2.3445315361,R,R
883,0,0,6,11,6,10,11,1,0,0,0.4300553203,-2.3445315361,R,R
884,0,0,6,11,6,10,11,1,0,0,0.4300553203,-2.3445315361,R,R
885,0,0,6,11,6,10,11,1,0,0,1.182751298,-2.1702773571,R,R
886,0,0,6,11,6,10,11,1,0,0,1.182751298,-2.1702773571,R,R
887,0,0,6,11,6,10,11,1,0,0,1.182751298,-2.1702773571,R,R
888,0,0,5,10,8,12,11,1,0,0,0.5946137309,-1.1709797382,R,R
889,0,0,5,10,8,12,11,1,0,0,0.5946137309,-1.1709797382,R,R
890,0,0,5,10,8,12,11,1,0,0,0.5946137309,-1.1709797382,R,R
891,0,0,5,10,8,12,11,1,0,0,0.10610044,-0.8855124712,R,R
892,0,0,5,10,8,12,11,1,0,0,0.10610044,-0.8855124712,R,R
893,0,0,5,10,8,12,11,1,0,0,0.10610044,-0.8855124712,R,R
894,0,0,5,10,8,12,11,1,0,0,0.2800469398,-1.9456962347,R,R
895,0,0,5,10,8,12,11,1,0,0,0.2800469398,-1.9456962347,R,R
896,0,0,5,10,8,12,11,1,0,0,0.2800469398,-1.9456962347,R,R
897,0,0,5,10,8,12,11,1,0,0,0.2800469398,-1.9456962347,R,R
898,0,0,5,10,8,12,11,1,0,0,0.3326179981,-1.0095322132,R,R
899,0,0,5,10,8,12,11,1,0,0,0.3326179981,-1.0095322132,R,R
900,0,0,5,10,8,12,11,1,0,0,0.3326179981,-1.0095322132,R,R
901,0,0,5,10,8,12,11,1,0,0,0.3326179981,-1.0095322132,R,R
902,0,0,5,10,8,12,11,1,0,0,0.4557207823,-0.0762322992,R,R
903,0,0,5,10,8,12,11,1,0,0,0.4557207823,-0.0762322992,R,R
904,0,0,5,10,8,12,11,1,0,0,0.4557207823,-0.0762322992,R,R
905,0,0,5,10,8,12,11,1,0,0,0.655672133,-0.436146915,R,R
906,0,0,5,10,8,12,11,1,0,0,0.655672133,-0.436146915,R,R
907,0,0,5,10,8,12,11,1,0,0,0.655672133,-0.436146915,R,R
908,0,0,6,11,6,10,11,1,0,0,1.1426923275,-0.9678676724,R,R
909,0,0,6,11,6,10,11,1,0,0,1.1426923275,-0.9678676724,R,R
910,0,0,6,11,6,10,11,1,0,0,1.1426923275,-0.9678676724,R,R
911,0,0,6,11,6,10,11,1,0,0,1.1426923275,-0.9678676724,R,R
912,0,0,6,11,6,10,11,1,0,0,0.9665107727,-1.6455640793,R,R
913,0,0,6,11,6,10,11,1,0,0,0.9665107727,-1.6455640793,R,R
914,0,0,6,11,6,10,11,1,0,0,0.9665107727,-1.6455640793,R,R
915,0,0,6,11,6,10,11,1,0,0,0.9665107727,-1.6455640793,R,R
916,0,0,6,11,8,12,11,1,0,0,0.9380091429,-3.0373644829,R,R
917,0,0,6,11,8,12,11,1,0,0,0.9380091429,-3.0373644829,R,R
918,0,0,6,11,8,12,11,1,0,0,0.9380091429,-3.0373644829,R,R
919,0,0,6,11,6,10,11,1,0,0,0.4506582022,-2.1152379513,R,R
920,0,0,6,11,6,10,11,1,0,0,0.4506582022,-2.1152379513,R,R
921,0,0,6,11,6,10,11,1,0,0,0.4506582022,-2.1152379513,R,R
922,0,0,6,11,6,10,11,1,0,0,0.4506582022,-2.1152379513,R,R
923,0,0,6,13,6,10,11,1,0,0,-0.4804416299,-3.1209557056,R,R
924,0,0,6,13,6,10,11,1,0,0,-0.4804416299,-3.1209557056,R,R
925,0,0,6,13,6,10,11,1,0,0,-0.4804416299,-3.1209557056,R,R
926,0,0,6,13,6,10,11,1,0,0,-0.4804416299,-3.1209557056,R,R
927,0,0,6,13,6,10,11,1,0,0,-0.4804416299,-3.1209557056,R,R
928,0,0,6,11,6,10,11,1,0,0,0.727863431,-2.1908686161,R,R
929,0,0,6,11,6,10,11,1,0,0,0.727863431,-2.1908686161,R,R
930,0,0,6,11,6,10,11,1,0,0,0.727863431,-2.1908686161,R,R
931,0,0,6,11,6,10,11,1,0,0,0.727863431,-2.1908686161,R,R
